player
23686
26111
38835
30986
31291
31013
30935
39297
26181
30960
36410
36373
36832
23115
37280
24728
24664
31088
23257
24171
25922
27267
32562
38836
24446
24408
36786
38802
24655
17866
30352
23927
24410
30660
37442
30617
24134
414792
37139
30618
40701
24800
24635
30853
36374
30966
23818
37277
30687
36394
37169
24223
24773
34543
23139
34421
34987
35472
111865
25005
35327
25150
97988
41877
127857
34466
31465
30371
24004
33086
30857
24011
109058
23268
24846
24006
24160
30622
37764
19020
23921
24136
30342
23889
23916
23922
34176
30646
35442
24166
24167
38899
24161
24753
97932
24393
30892
35608
42183
30455
34182
38697
24531
40006
30895
30818
31097
23760
41157
23949
23932
26454
23783
24336
23785
23931
23933
35532
24372
23934
34261
23794
23369
34214
40695
40574
25668
23333
23253
23072
23288
23314
23021
34430
34275
24509
23022
23438
23023
30595
23025
39073
23352
30633
37266
26777
23780
24781
24020
30338
24843
24737
34248
24741
30380
30357
24658
43280
23282
38609
24780
23782
23354
23264
26165
31432
46403
24208
23939
33963
47413
40198
42119
33633
107216
30859
25925
30911
30627
38834
30631
32345
30699
30686
30630
37804
36286
34036
34418
24216
23953
25517
23988
26108
38820
30348
30830
22764
30889
22978
30354
31921
35467
24411
24224
25518
24228
30929
29581
38807
40565
30360
33852
34574
37799
40080
30831
30843
31731
40055
148790
40005
23371
24435
35636
38755
26436
24213
39027
51553
24886
24230
24663
30675
24653
63520
30726
30362
30620
30865
32569
24148
40961
30373
24150
30829
38817
30613
37475
30619
24225
30842
30849
24003
33754
23426
23034
34437
23563
38816
33418
24211
30367
34299
40792
34222
38818
37920
34944
27430
24234
23983
37845
40132
32577
3512
30509
33974
30679
49571
38711
31907
35438
23784
23937
26527
38433
32570
26348
30734
24163
33128
38491
23284
25666
39618
31070
30876
24656
40755
24740
43259
24159
27665
26161
78507
38999
23678
40987
30615
30893
30802
26066
26143
38812
24023
42594
26209
33948
25667
23913
23170
24133
26564
31906
30822
23285
24373
25421
30950
24154
30956
95344
38067
24157
23307
23275
31306
38994
30616
36012
25984
34601
37684
23984
30635
30456
33781
22994
32870
24527
24751
24747
33049
33863
24205
35906
40945
24209
37996
30735
95327
30915
24630
25543
34947
23946
27277
109434
30988
118390
23283
30340
25342
35506
43248
105826
24890
24528
24841
47547
35544
23788
26324
109898
33650
24162
46810
41622
23605
47418
33941
30623
41073
23190
24183
40128
113772
98058
30954
47382
37496
26494
38731
23036
24001
25253
34551
37140
25075
23027
111975
30598
24227
26244
155384
33045
36412
33850
41175
98057
43247
30739
30856
33312
46621
29673
109897
34590
3520
30248
22991
26256
24499
71550
160496
36289
24147
30973
78513
32734
30353
71502
165709
75489
75342
26461
24661
23950
27515
28108
72810
31085
46518
37233
67850
24156
113836
37150
78324
129817
118929
26005
36283
23099
23334
33138
23425
35466
31317
23538
34433
23866
39306
109621
26171
26347
24788
34230
23349
24212
35437
11496
21849
23185
23074
23370
32627
93458
23225
150176
24226
34193
35531
40013
35443
77704
24005
24978
24002
31953
156008
23091
24676
26559
38368
38504
181379
41704
49825
97489
40015
24190
11576
39032
161414
38704
32581
23193
23291
27335
24744
119351
35477
41475
37798
70297
23837
36802
31073
30839
30658
23435
150591
30953
30901
30753
31103
30885
39658
24137
40004
24452
37149
31435
130670
95331
23787
38856
23991
30835
30886
31020
40022
23629
24368
30805
30669
10491
28109
39968
45588
27372
21613
113465
27694
23431
43252
40825
165823
41071
101192
30700
131583
187668
25015
112035
23073
24116
33439
30890
23271
27696
25995
23823
182962
191616
33632
25415
31643
34942
143793
37552
131409
33074
23779
96481
46008
24455
78404
106228
113239
37242
186137
159833
23813
46353
25948
193952
163199
104389
24399
202180
156105
139671
35110
49885
37428
30903
23954
33620
11736
18859
24694
24469
35554
40548
23065
39109
40563
46344
23464
24772
23299
23579
24899
38831
25537
37651
70865
38567
25550
37868
31104
111930
33881
26631
36615
37262
25156
72735
46539
32937
31989
33812
157303
24450
79574
14551
