rating
67
74
65
69
70
77
61
77
48
69
68
75
62
70
82
55
64
65
75
64
74
64
73
67
59
68
62
63
56
63
73
61
66
70
64
72
72
75
73
69
73
73
69
73
67
60
65
64
69
63
67
72
66
77
64
82
57
63
62
71
73
70
73
69
61
68
73
71
67
75
62
61
65
73
68
65
71
66
61
76
61
67
73
59
67
73
72
67
63
69
73
52
62
59
66
59
66
62
64
57
60
60
73
68
69
65
66
69
78
57
67
80
70
74
62
69
73
73
71
66
62
66
69
64
72
71
56
67
70
74
66
66
52
66
64
67
68
74
68
69
75
79
80
67
66
68
71
79
65
66
69
70
61
77
61
66
75
61
74
65
62
52
70
65
61
73
73
68
61
77
71
72
62
75
66
61
63
78
72
71
64
70
66
78
59
70
67
60
67
67
68
73
77
67
63
65
77
50
77
80
73
74
71
78
74
73
73
74
64
65
63
63
64
74
66
76
65
69
70
76
65
63
53
50
61
53
56
76
59
63
71
65
59
77
61
69
69
68
67
59
71
59
60
70
62
64
58
70
64
70
63
58
63
64
70
73
76
68
60
58
59
66
63
65
61
74
61
75
66
67
58
70
74
63
75
64
67
71
72
62
74
73
70
77
74
68
76
60
77
77
70
67
74
59
70
68
72
72
66
77
77
67
66
65
62
67
73
72
72
64
73
75
54
69
54
65
66
74
70
57
68
79
71
71
75
75
74
78
77
74
73
71
70
70
72
65
67
64
73
78
63
72
66
65
76
73
72
71
65
63
65
67
67
72
61
62
65
67
73
61
61
77
57
69
69
65
69
67
67
65
60
65
64
70
75
79
67
77
74
69
67
66
66
69
74
60
77
73
68
63
68
59
73
72
65
77
68
62
62
76
70
71
68
68
65
71
64
57
72
67
70
62
59
69
71
63
59
74
62
72
72
75
68
59
78
72
61
67
54
82
64
73
71
78
76
64
63
76
71
79
65
73
74
67
63
61
60
78
73
72
69
77
72
66
65
64
71
72
62
78
68
72
70
74
69
65
60
75
77
67
58
64
68
68
68
64
59
70
66
83
69
72
66
61
80
63
65
69
72
71
76
69
66
57
68
57
64
72
86
70
75
71
60
66
69
66
73
75
77
71
66
69
71
77
65
62
72
70
68
66
75
66
67
57
65
61
65
66
71
65
67
67
74
77
63
66
80
63
69
68
59
72
70
56
74
68
67
80
66
67
64
60
68
76
68
74
78
67
69
64
68
76
73
72
67
80
81
74
71
70
61
71
75
67
73
63
72
66
72
63
59
67
73
65
69
65
67
72
65
76
61
69
71
59
70
65
69
71
72
57
69
61
66
75
66
65
73
81
81
68
72
72
77
66
68
69
72
71
58
75
76
73
62
72
59
68
76
64
66
68
76
80
57
58
79
68
66
71
57
65
79
73
71
58
61
75
70
74
80
77
67
75
70
71
68
71
70
65
73
66
64
71
67
76
71
69
75
79
70
70
71
69
70
81
73
71
85
75
76
67
68
70
70
80
67
60
74
74
68
64
60
65
62
72
66
70
71
73
68
63
60
69
63
81
65
75
79
77
64
68
64
69
65
74
75
76
72
64
79
72
58
68
71
75
73
67
64
67
67
70
70
78
71
65
73
74
63
77
81
88
61
70
52
72
73
77
65
62
64
69
67
57
68
70
67
61
64
57
68
70
73
67
66
73
67
69
75
76
70
67
72
58
69
67
77
75
59
62
77
75
63
61
63
61
65
70
66
74
59
68
72
58
65
77
86
68
74
71
69
70
76
72
74
71
59
79
71
57
67
71
66
70
68
65
74
70
67
65
69
68
57
67
69
66
64
67
68
59
60
68
60
62
68
73
67
70
65
82
59
68
78
65
66
78
65
76
62
71
63
74
66
62
61
69
58
76
66
70
62
69
72
65
54
70
71
84
61
61
68
73
71
64
70
63
58
64
77
76
72
71
66
75
67
63
81
70
79
70
67
69
66
72
77
68
65
63
67
72
70
64
64
69
67
67
73
63
68
68
78
72
61
69
76
77
75
54
66
75
69
65
67
58
63
60
76
76
70
76
70
75
69
70
67
83
63
78
68
75
70
70
59
60
82
72
71
69
67
63
89
69
65
77
65
63
68
72
74
64
63
52
70
62
60
64
61
67
65
65
66
74
61
67
68
58
70
72
72
72
70
64
65
68
74
56
77
64
69
73
58
57
77
74
63
65
72
60
72
76
60
74
72
60
61
73
67
70
73
68
66
60
85
69
62
68
81
62
74
71
72
74
81
79
62
67
65
72
60
79
71
82
58
69
64
73
70
67
67
78
69
76
61
62
79
62
67
67
80
69
63
67
61
61
65
64
68
59
69
81
72
81
66
83
63
68
73
75
64
66
59
67
72
60
71
52
80
61
54
70
77
76
65
69
73
75
74
68
67
69
78
66
77
63
68
66
68
69
71
65
64
66
63
64
70
71
62
70
62
67
61
64
60
64
66
64
66
57
63
70
67
65
63
70
65
70
65
71
64
65
59
70
65
56
59
69
62
63
62
70
64
62
65
79
67
67
60
75
74
67
85
52
55
61
77
59
72
64
63
72
65
63
67
76
79
